"LEWISBURG 3 N, WV US (USC00465224)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1982-06-20,,75,56,0.02,0.0,0.0
1982-06-21,,78,50,0.00,0.0,0.0
1982-06-22,,75,52,0.00,0.0,0.0
1982-06-23,,76,53,0.00,0.0,0.0
1982-06-24,,85,52,0.00,0.0,0.0
1982-06-25,,85,58,0.00,0.0,0.0
1982-06-26,,85,59,0.19,0.0,0.0
1982-06-27,,85,60,0.00,0.0,0.0
1982-06-28,,85,59,0.00,0.0,0.0
1982-06-29,,,63,0.58,0.0,0.0
1982-06-30,,78,62,0.65,0.0,0.0
1982-07-01,,77,48,0.00,0.0,0.0
1982-07-02,,80,46,0.00,0.0,0.0
1982-07-03,,78,58,0.14,0.0,0.0
1982-07-04,,78,65,0.70,0.0,0.0
1982-07-05,,79,59,0.00,0.0,0.0
1982-07-06,,83,57,0.00,0.0,0.0
1982-07-07,,88,57,0.00,0.0,0.0
1982-07-08,,85,62,0.00,0.0,0.0
1982-07-09,,80,63,0.00,0.0,0.0
1982-07-10,,88,64,0.02,0.0,0.0
1982-07-11,,87,64,0.06,0.0,0.0
1982-07-12,,84,60,0.05,0.0,0.0
1982-07-13,,,59,0.00,0.0,0.0
1982-07-14,,86,62,0.05,0.0,0.0
1982-07-15,,88,,0.00,0.0,0.0
1982-07-16,,88,64,0.00,0.0,0.0
1982-07-17,,90,63,0.00,0.0,0.0
1982-07-18,,88,63,0.00,0.0,0.0
1982-07-19,,86,63,0.00,0.0,0.0
1982-07-20,,85,66,0.00,0.0,0.0
1982-07-21,,87,60,0.00,0.0,0.0
1982-07-22,,89,61,0.00,0.0,0.0
1982-07-23,,,58,0.15,0.0,0.0
1982-07-24,,84,62,0.00,0.0,0.0
1982-07-25,,89,60,0.00,0.0,0.0
1982-07-26,,88,61,0.00,0.0,0.0
1982-07-27,,87,62,0.00,0.0,0.0
1982-07-28,,,65,0.20,0.0,0.0
1982-07-29,,80,57,0.17,0.0,0.0
1982-07-30,,83,63,0.94,0.0,0.0
1982-07-31,,79,67,0.62,0.0,0.0
1982-08-01,,80,60,0.00,0.0,0.0
1982-08-02,,80,56,0.00,0.0,0.0
1982-08-03,,85,59,0.00,0.0,0.0
1982-08-04,,87,58,0.00,0.0,0.0
1982-08-05,,,66,0.00,0.0,0.0
1982-08-06,,88,67,0.00,0.0,0.0
1982-08-07,,86,66,0.33,0.0,0.0
1982-08-08,,83,64,0.12,0.0,0.0
1982-08-09,,75,65,0.18,0.0,0.0
1982-08-10,,83,63,0.00,0.0,0.0
1982-08-11,,84,56,0.00,0.0,0.0
1982-08-12,,79,60,0.00,0.0,0.0
1982-08-13,,80,52,0.00,0.0,0.0
1982-08-14,,83,50,0.00,0.0,0.0
1982-08-15,,85,55,0.00,0.0,0.0
1982-08-16,,86,56,0.00,0.0,0.0
1982-08-17,,85,60,0.00,0.0,0.0
1982-08-18,,82,56,0.00,0.0,0.0
1982-08-19,,85,55,0.00,0.0,0.0
1982-08-20,,83,58,0.00,0.0,0.0
1982-08-21,,,66,0.03,0.0,0.0
1982-08-22,,78,46,1.00,0.0,0.0
1982-08-23,,85,58,0.10,0.0,0.0
1982-08-24,,85,64,0.00,0.0,0.0
1982-08-25,,,66,0.28,0.0,0.0
1982-08-26,,81,49,0.00,0.0,0.0
1982-08-27,,,54,0.30,0.0,0.0
1982-08-28,,79,58,0.01,0.0,0.0
1982-08-29,,75,45,0.00,0.0,0.0
1982-08-30,,78,50,0.00,0.0,0.0
1982-08-31,,75,62,0.12,0.0,0.0
1982-09-01,,81,65,0.35,0.0,0.0
1982-09-02,,83,64,0.00,0.0,0.0
1982-09-03,,76,63,0.00,0.0,0.0
1982-09-04,,77,47,0.00,0.0,0.0
1982-09-05,,77,46,0.00,0.0,0.0
1982-09-06,,82,46,0.00,0.0,0.0
1982-09-07,,83,48,0.00,0.0,0.0
1982-09-08,,82,58,0.02,0.0,0.0
1982-09-09,,80,53,0.00,0.0,0.0
1982-09-10,,82,48,0.00,0.0,0.0
1982-09-11,,87,52,0.00,0.0,0.0
1982-09-12,,85,52,0.00,0.0,0.0
1982-09-13,,79,55,0.00,0.0,0.0
1982-09-14,,,63,0.00,0.0,0.0
1982-09-15,,85,63,0.00,0.0,0.0
1982-09-16,,83,61,0.10,0.0,0.0
1982-09-17,,80,46,0.00,0.0,0.0
1982-09-18,,,49,0.00,0.0,0.0
1982-09-19,,,46,0.00,0.0,0.0
1982-09-20,,64,56,0.07,0.0,0.0
1982-09-21,,65,45,0.00,0.0,0.0
1982-09-22,,,43,0.52,0.0,0.0
1982-09-23,,62,40,0.00,0.0,0.0
1982-09-24,,68,36,0.00,0.0,0.0
1982-09-25,,69,46,0.01,0.0,0.0
1982-09-26,,68,53,0.62,0.0,0.0
1982-09-27,,65,46,0.22,0.0,0.0
1982-09-28,,70,44,0.00,0.0,0.0
1982-09-29,,,43,0.00,0.0,0.0
1982-09-30,,72,45,0.00,0.0,0.0
1982-10-01,,77,46,0.00,0.0,0.0
1982-10-02,,83,48,0.00,0.0,0.0
1982-10-03,,81,54,0.00,0.0,0.0
1982-10-04,,80,57,0.00,0.0,0.0
1982-10-05,,83,57,0.00,0.0,0.0
1982-10-06,,83,55,0.00,0.0,0.0
1982-10-07,,79,54,0.00,0.0,0.0
1982-10-08,,77,54,0.00,0.0,0.0
1982-10-09,,,55,0.20,0.0,0.0
1982-10-10,,66,,0.45,0.0,0.0
1982-10-11,,58,52,0.05,0.0,0.0
1982-10-12,,69,51,0.00,0.0,0.0
1982-10-13,,,54,0.78,0.0,0.0
1982-10-14,,63,44,0.05,0.0,0.0
1982-10-15,,64,45,0.00,0.0,0.0
1982-10-16,,65,42,0.02,0.0,0.0
1982-10-17,,56,30,0.00,0.0,0.0
1982-10-18,,62,30,0.00,0.0,0.0
1982-10-19,,70,41,0.00,0.0,0.0
1982-10-20,,70,44,0.00,0.0,0.0
1982-10-21,,68,43,0.09,0.0,0.0
1982-10-22,,55,33,0.00,0.0,0.0
1982-10-23,,55,27,0.00,0.0,0.0
1982-10-24,,54,30,0.00,0.0,0.0
1982-10-25,,47,34,1.06,0.0,0.0
1982-10-26,,64,36,0.12,0.0,0.0
1982-10-27,,67,29,0.00,0.0,0.0
1982-10-28,,69,31,0.00,0.0,0.0
1982-10-29,,69,37,0.00,0.0,0.0
1982-10-30,,74,39,0.00,0.0,0.0
1982-10-31,,76,43,0.00,0.0,0.0
1982-11-01,,77,42,0.00,0.0,0.0
1982-11-02,,78,43,0.00,0.0,0.0
1982-11-03,,,45,0.03,0.0,0.0
1982-11-04,,,37,0.85,0.0,0.0
1982-11-05,,38,29,0.00,0.0,0.0
1982-11-06,,47,25,0.00,0.0,0.0
1982-11-07,,59,20,0.00,0.0,0.0
1982-11-08,,64,23,0.00,0.0,0.0
1982-11-09,,65,30,0.00,0.0,0.0
1982-11-10,,66,34,0.00,0.0,0.0
1982-11-11,,64,37,0.00,0.0,0.0
1982-11-12,,68,45,0.42,0.0,0.0
1982-11-13,,,28,0.04,0.0,0.0
1982-11-14,,44,20,0.00,0.0,0.0
1982-11-15,,40,30,0.00,0.0,0.0
1982-11-16,,52,19,0.00,0.0,0.0
1982-11-17,,47,24,0.00,0.0,0.0
1982-11-18,,54,39,0.04,0.0,0.0
1982-11-19,,52,43,0.00,0.0,0.0
1982-11-20,,51,45,0.14,0.0,0.0
1982-11-21,,61,47,0.05,0.0,0.0
1982-11-22,,58,44,0.25,0.0,0.0
1982-11-23,,64,45,0.03,0.0,0.0
1982-11-24,,,36,0.10,0.0,0.0
1982-11-25,,44,16,0.04,0.0,0.0
1982-11-26,,56,26,0.00,0.0,0.0
1982-11-27,,55,37,0.02,0.0,0.0
1982-11-28,,42,34,0.90,0.0,0.0
1982-11-29,,58,,0.98,0.0,0.0
1982-11-30,,63,36,0.00,0.0,0.0
1982-12-01,,,46,0.85,0.0,0.0
1982-12-02,,73,41,0.00,0.0,0.0
1982-12-03,,71,48,0.00,0.0,0.0
1982-12-04,,75,47,0.00,0.0,0.0
1982-12-05,,66,48,0.05,0.0,0.0
1982-12-06,,,46,0.00,0.0,0.0
1982-12-07,,54,34,0.00,0.0,0.0
1982-12-08,,56,27,0.00,0.0,0.0
1982-12-09,,,26,0.00,0.0,0.0
1982-12-10,,38,17,0.00,0.0,0.0
1982-12-11,,42,36,0.00,0.0,0.0
1982-12-12,,36,,0.56,,10.0
1982-12-13,,32,3,0.00,0.0,9.0
1982-12-14,,44,7,0.00,0.0,7.0
1982-12-15,,40,15,0.08,0.0,
1982-12-16,,47,33,0.68,0.0,
1982-12-17,,32,28,0.00,0.0,
1982-12-18,,37,12,0.00,0.0,
1982-12-19,,33,23,,1.0,1.0
1982-12-20,,32,26,0.05,,2.0
1982-12-21,,30,25,0.00,0.0,0.0
1982-12-22,,42,10,0.00,0.0,0.0
1982-12-23,,46,23,0.05,0.0,0.0
1982-12-24,,,,0.00,0.0,0.0
1982-12-25,,68,47,0.02,0.0,0.0
1982-12-26,,67,53,0.08,0.0,0.0
1982-12-27,,66,51,0.00,0.0,0.0
1982-12-28,,64,,0.02,0.0,0.0
1982-12-29,,,,0.00,0.0,0.0
1982-12-30,,37,25,0.00,0.0,0.0
1982-12-31,,47,26,0.01,0.0,0.0
1983-01-01,,45,29,0.00,0.0,0.0
1983-01-02,,42,31,0.00,0.0,0.0
1983-01-03,,,30,0.00,0.0,0.0
1983-01-04,,41,15,0.00,0.0,0.0
1983-01-05,,49,22,0.00,0.0,0.0
1983-01-06,,,23,0.00,0.0,0.0
1983-01-07,,50,36,0.00,0.0,0.0
1983-01-08,,,28,0.00,0.0,0.0
1983-01-09,,36,30,0.02,0.0,0.0
1983-01-10,,47,30,0.08,,
1983-01-11,,46,38,0.14,0.0,
1983-01-12,,,24,0.00,0.0,
1983-01-13,,37,15,0.00,0.0,
1983-01-14,,51,18,0.00,0.0,
1983-01-15,,,,,2.0,2.0
1983-01-16,,26,15,0.00,0.0,
1983-01-17,,28,19,0.05,,
1983-01-18,,,8,0.00,0.0,
1983-01-19,,26,3,0.00,0.0,
1983-01-20,,28,1,0.00,0.0,
1983-01-21,,32,19,0.00,0.0,
1983-01-22,,35,25,0.00,0.0,
1983-01-23,,41,30,0.00,0.0,0.0
1983-01-24,,,32,0.00,0.0,0.0
1983-01-25,,32,29,0.00,0.0,0.0
1983-01-26,,40,28,0.00,0.0,0.0
1983-01-27,,47,26,0.00,0.0,0.0
1983-01-28,,50,28,0.00,0.0,0.0
1983-01-29,,57,21,0.00,0.0,0.0
1983-01-30,,52,35,0.07,0.0,0.0
1983-01-31,,53,32,0.00,0.0,0.0
1983-02-01,,51,27,0.00,0.0,0.0
1983-02-02,,60,40,0.32,0.0,0.0
1983-02-03,,,33,0.00,0.0,0.0
1983-02-04,,,19,0.02,,
1983-02-05,,34,16,0.00,0.0,
1983-02-06,,34,25,,,4.0
1983-02-07,,33,14,0.04,,
1983-02-08,,33,20,0.00,0.0,
1983-02-09,,,7,0.00,0.0,
1983-02-10,,34,27,0.08,,
1983-02-11,,,22,1.73,19.5,19.0
1983-02-12,,34,21,0.00,0.0,19.0
1983-02-13,,44,19,0.00,0.0,19.0
1983-02-14,,43,25,0.00,0.0,14.0
1983-02-15,,52,21,0.00,0.0,8.0
1983-02-16,,57,27,0.00,0.0,3.0
1983-02-17,,56,30,0.00,0.0,
1983-02-18,,52,32,0.00,0.0,
1983-02-19,,60,28,0.00,0.0,
1983-02-20,,61,28,0.00,0.0,
1983-02-21,,64,27,0.00,0.0,
1983-02-22,,64,30,0.00,0.0,
1983-02-23,,,43,0.38,0.0,
1983-02-24,,45,24,0.05,0.0,
1983-02-25,,,28,0.03,,
1983-02-26,,35,16,0.00,0.0,
1983-02-27,,51,14,0.00,0.0,
1983-02-28,,52,25,0.00,0.0,
1983-03-01,,57,41,0.00,,
1983-03-02,,58,35,0.00,,
1983-03-03,,69,35,0.00,,
1983-03-04,,76,32,0.00,,
1983-03-05,,,40,0.00,,
1983-03-06,,63,53,0.13,,
1983-03-07,,69,43,0.00,,
1983-03-08,,,49,0.45,,
1983-03-09,,,44,0.33,,
1983-03-10,,,32,0.32,,
1983-03-11,,,30,0.04,,
1983-03-12,,34,27,0.00,,
1983-03-13,,55,28,0.00,,
1983-03-14,,63,26,0.02,,
1983-03-15,,68,34,0.00,,
1983-03-16,,,36,0.00,,
1983-03-17,,,37,0.00,,
1983-03-18,,48,37,0.85,,
1983-03-19,,59,,0.67,,
1983-03-20,,66,35,0.00,,
1983-03-21,,,34,0.85,,
1983-03-22,,42,22,0.00,,
1983-03-23,,,23,0.04,,
1983-03-24,,40,19,0.00,,
1983-03-25,,50,21,0.00,,
1983-03-26,,55,19,0.00,,
1983-03-27,,55,33,0.12,,
1983-03-28,,,35,0.08,,
1983-03-29,,38,30,0.00,,
1983-03-30,,50,20,0.00,,
1983-03-31,,,34,0.22,,0.0
1983-04-01,,58,31,0.05,0.0,0.0
1983-04-02,,,37,0.00,0.0,0.0
1983-04-03,,52,35,0.42,0.0,0.0
1983-04-04,,63,36,0.00,0.0,0.0
1983-04-05,,,36,0.18,0.0,0.0
1983-04-06,,71,47,0.00,0.0,0.0
1983-04-07,,,52,0.32,0.0,0.0
1983-04-08,,65,52,0.05,0.0,0.0
1983-04-09,,65,54,1.20,0.0,0.0
1983-04-10,,62,46,0.00,0.0,0.0
1983-04-11,,,33,0.15,0.0,0.0
1983-04-12,,62,35,0.00,0.0,0.0
1983-04-13,,68,35,0.00,0.0,0.0
1983-04-14,,55,,0.00,0.0,0.0
1983-04-15,,58,48,0.70,0.0,0.0
1983-04-16,,52,31,0.00,0.0,0.0
1983-04-17,,50,25,0.00,0.0,0.0
1983-04-18,,,23,0.00,0.0,0.0
1983-04-19,,37,21,0.00,0.0,0.0
1983-04-20,,46,24,0.00,0.0,0.0
1983-04-21,,54,29,0.00,0.0,0.0
1983-04-22,,65,25,0.00,0.0,0.0
1983-04-23,,,44,0.54,0.0,0.0
1983-04-24,,52,42,1.10,0.0,0.0
1983-04-25,,54,30,0.00,0.0,0.0
1983-04-26,,70,37,0.00,0.0,0.0
1983-04-27,,80,38,0.00,0.0,0.0
1983-04-28,,80,41,0.00,0.0,0.0
1983-04-29,,77,55,0.00,0.0,0.0
1983-04-30,,74,51,0.00,0.0,0.0
1983-05-01,,78,55,0.00,0.0,0.0
1983-05-02,,,,,0.0,0.0
1983-05-03,,73,55,,0.0,0.0
1983-05-04,,59,42,0.25,0.0,0.0
1983-05-05,,63,37,0.00,0.0,0.0
1983-05-06,,76,31,0.00,0.0,0.0
1983-05-07,,76,42,0.00,0.0,0.0
1983-05-08,,,,0.12,0.0,0.0
1983-05-09,,67,30,0.00,0.0,0.0
1983-05-10,,73,26,0.00,0.0,0.0
1983-05-11,,80,31,0.00,0.0,0.0
1983-05-12,,85,39,0.00,0.0,0.0
1983-05-13,,82,47,0.00,0.0,0.0
1983-05-14,,80,54,0.27,0.0,0.0
1983-05-15,,69,60,0.29,0.0,0.0
1983-05-16,,,46,1.37,0.0,0.0
1983-05-17,,70,30,0.00,0.0,0.0
1983-05-18,,,38,0.00,0.0,0.0
1983-05-19,,,51,0.37,0.0,0.0
1983-05-20,,76,51,0.20,0.0,0.0
1983-05-21,,76,56,0.44,0.0,0.0
1983-05-22,,73,58,0.50,0.0,0.0
1983-05-23,,75,50,0.03,0.0,0.0
1983-05-24,,72,50,0.00,0.0,0.0
1983-05-25,,74,38,0.00,0.0,0.0
1983-05-26,,,44,0.10,0.0,0.0
1983-05-27,,71,35,0.00,0.0,0.0
1983-05-28,,,41,0.00,0.0,0.0
1983-05-29,,68,41,0.35,0.0,0.0
1983-05-30,,75,50,0.12,0.0,0.0
1983-05-31,,,46,0.00,0.0,0.0
1983-06-01,,,39,0.12,0.0,0.0
1983-06-02,,72,37,0.00,0.0,0.0
1983-06-03,,,50,0.13,0.0,0.0
1983-06-04,,71,56,0.62,0.0,0.0
1983-06-05,,82,50,0.00,0.0,0.0
1983-06-06,,83,53,0.00,0.0,0.0
1983-06-07,,,58,0.00,0.0,0.0
1983-06-08,,80,46,0.00,0.0,0.0
1983-06-09,,,,,0.0,0.0
1983-06-10,,,,,0.0,0.0
1983-06-11,,84,52,0.00,0.0,0.0
1983-06-12,,84,53,0.00,0.0,0.0
1983-06-13,,85,55,0.00,0.0,0.0
1983-06-14,,85,56,0.34,0.0,0.0
1983-06-15,,83,54,0.03,0.0,0.0
1983-06-16,,85,56,0.00,0.0,0.0
1983-06-17,,83,56,0.24,0.0,0.0
1983-06-18,,80,59,0.30,0.0,0.0
1983-06-19,,82,59,0.01,0.0,0.0
1983-06-20,,84,60,0.00,0.0,0.0
1983-06-21,,80,60,0.18,0.0,0.0
1983-06-22,,73,61,0.04,0.0,0.0
1983-06-23,,85,55,0.00,0.0,0.0
1983-06-24,,88,52,0.00,0.0,0.0
1983-06-25,,87,63,0.00,0.0,0.0
1983-06-26,,86,54,0.00,0.0,0.0
1983-06-27,,90,54,0.00,0.0,0.0
1983-06-28,,,68,0.00,0.0,0.0
1983-06-29,,76,63,0.00,0.0,0.0
1983-06-30,,,,,0.0,0.0
1983-07-01,,,,0.00,0.0,0.0
1983-07-02,,92,59,0.00,0.0,0.0
1983-07-03,,,59,0.03,0.0,0.0
1983-07-04,,88,62,0.30,0.0,0.0
1983-07-05,,80,63,0.15,0.0,0.0
1983-07-06,,,54,0.00,0.0,0.0
1983-07-07,,81,42,0.00,0.0,0.0
1983-07-08,,83,48,0.00,0.0,0.0
1983-07-09,,83,61,0.00,0.0,0.0
1983-07-10,,84,59,0.00,0.0,0.0
1983-07-11,,87,49,0.00,0.0,0.0
1983-07-12,,89,50,0.00,0.0,0.0
1983-07-13,,91,61,0.00,0.0,0.0
1983-07-14,,,62,0.00,0.0,0.0
1983-07-15,,91,59,0.00,0.0,0.0
1983-07-16,,90,65,0.00,0.0,0.0
1983-07-17,,89,67,0.00,0.0,0.0
1983-07-18,,,62,0.00,0.0,0.0
1983-07-19,,90,64,0.00,0.0,0.0
1983-07-20,,93,69,0.00,0.0,0.0
1983-07-21,,95,65,0.00,0.0,0.0
1983-07-22,,,65,0.62,0.0,0.0
1983-07-23,,84,65,2.00,0.0,0.0
1983-07-24,,83,64,1.50,0.0,0.0
1983-07-25,,,62,0.00,0.0,0.0
1983-07-26,,84,55,0.00,0.0,0.0
1983-07-27,,82,60,0.00,0.0,0.0
1983-07-28,,84,57,0.00,0.0,0.0
1983-07-29,,85,56,0.00,0.0,0.0
1983-07-30,,87,56,0.00,0.0,0.0
1983-07-31,,87,58,0.00,0.0,0.0
1983-08-01,,,65,0.08,0.0,0.0
1983-08-02,,87,64,0.00,0.0,0.0
1983-08-03,,88,62,0.00,0.0,0.0
1983-08-04,,89,62,0.00,0.0,0.0
1983-08-05,,85,63,0.00,0.0,0.0
1983-08-06,,88,62,0.00,0.0,0.0
1983-08-07,,86,60,0.00,0.0,0.0
1983-08-08,,89,62,0.00,0.0,0.0
1983-08-09,,90,63,0.00,0.0,0.0
1983-08-10,,87,59,0.00,0.0,0.0
1983-08-11,,86,60,0.41,0.0,0.0
1983-08-12,,72,62,0.38,0.0,0.0
1983-08-13,,72,51,0.01,0.0,0.0
1983-08-14,,74,51,0.00,0.0,0.0
1983-08-15,,82,49,0.00,0.0,0.0
1983-08-16,,83,54,0.00,0.0,0.0
1983-08-17,,85,57,0.00,0.0,0.0
1983-08-18,,86,67,0.07,0.0,0.0
1983-08-19,,91,64,0.00,0.0,0.0
1983-08-20,,95,61,0.00,0.0,0.0
1983-08-21,,97,67,0.00,0.0,0.0
1983-08-22,,94,64,0.00,0.0,0.0
1983-08-23,,89,65,0.06,0.0,0.0
1983-08-24,,,69,0.00,0.0,0.0
1983-08-25,,79,66,0.00,0.0,0.0
1983-08-26,,88,56,0.00,0.0,0.0
1983-08-27,,85,63,0.01,0.0,0.0
1983-08-28,,87,63,0.12,0.0,0.0
1983-08-29,,85,62,0.15,0.0,0.0
1983-08-30,,87,56,0.00,0.0,0.0
1983-08-31,,87,57,0.00,0.0,0.0
1983-09-01,,86,58,0.00,0.0,0.0
1983-09-02,,,59,0.00,0.0,0.0
1983-09-03,,86,53,0.00,0.0,0.0
1983-09-04,,83,60,0.00,0.0,0.0
1983-09-05,,87,63,0.00,0.0,0.0
1983-09-06,,87,63,0.00,0.0,0.0
1983-09-07,,86,64,0.00,0.0,0.0
1983-09-08,,85,59,0.00,0.0,0.0
1983-09-09,,88,53,0.00,0.0,0.0
1983-09-10,,92,49,0.00,0.0,0.0
1983-09-11,,92,53,0.00,0.0,0.0
1983-09-12,,90,61,0.00,0.0,0.0
1983-09-13,,,63,0.00,0.0,0.0
1983-09-14,,77,55,0.00,0.0,0.0
1983-09-15,,70,46,0.00,0.0,0.0
1983-09-16,,70,50,0.00,0.0,0.0
1983-09-17,,80,52,0.00,0.0,0.0
1983-09-18,,87,46,0.00,0.0,0.0
1983-09-19,,88,53,0.00,0.0,0.0
1983-09-20,,87,55,0.00,0.0,0.0
1983-09-21,,,51,0.38,0.0,0.0
1983-09-22,,59,38,0.00,0.0,0.0
1983-09-23,,59,30,0.00,0.0,0.0
1983-09-24,,65,28,0.00,0.0,0.0
1983-09-25,,70,34,0.00,0.0,0.0
1983-09-26,,75,43,0.00,0.0,0.0
1983-09-27,,78,41,0.00,0.0,0.0
1983-09-28,,77,42,0.00,0.0,0.0
1983-09-29,,74,47,0.00,0.0,0.0
1983-09-30,,,39,0.48,0.0,0.0
1983-10-01,,56,,0.05,0.0,0.0
1983-10-02,,73,52,0.00,0.0,0.0
1983-10-03,,79,45,0.00,0.0,0.0
1983-10-04,,79,43,0.00,0.0,0.0
1983-10-05,,75,55,0.03,0.0,0.0
1983-10-06,,74,54,0.00,0.0,0.0
1983-10-07,,75,35,0.00,0.0,0.0
1983-10-08,,76,36,0.00,0.0,0.0
1983-10-09,,78,38,0.00,0.0,0.0
1983-10-10,,,53,0.00,0.0,0.0
1983-10-11,,,51,0.30,0.0,0.0
1983-10-12,,70,55,0.25,0.0,0.0
1983-10-13,,,36,0.14,0.0,0.0
1983-10-14,,,,,0.0,0.0
1983-10-15,,71,31,,0.0,0.0
1983-10-16,,73,37,0.00,0.0,0.0
1983-10-17,,76,40,0.00,0.0,0.0
1983-10-18,,71,47,0.00,0.0,0.0
1983-10-19,,73,57,0.00,0.0,0.0
1983-10-20,,,46,0.57,0.0,0.0
1983-10-21,,,42,1.57,0.0,0.0
1983-10-22,,48,41,0.80,0.0,0.0
1983-10-23,,51,46,1.15,0.0,0.0
1983-10-24,,63,48,0.00,0.0,0.0
1983-10-25,,58,51,0.00,0.0,0.0
1983-10-26,,57,39,0.00,0.0,0.0
1983-10-27,,53,29,0.14,0.0,0.0
1983-10-28,,69,31,0.00,0.0,0.0
1983-10-29,,64,54,0.00,0.0,0.0
1983-10-30,,,30,0.00,0.0,0.0
1983-10-31,,65,33,0.00,0.0,0.0
1983-11-01,,69,37,0.00,0.0,0.0
1983-11-02,,70,36,0.00,0.0,0.0
1983-11-03,,62,49,0.08,0.0,0.0
1983-11-04,,,32,0.03,0.0,0.0
1983-11-05,,36,32,0.00,0.0,0.0
1983-11-06,,57,35,0.01,0.0,0.0
1983-11-07,,53,28,0.00,0.0,0.0
1983-11-08,,69,28,0.00,0.0,0.0
1983-11-09,,66,33,0.00,0.0,0.0
1983-11-10,,57,49,0.40,0.0,0.0
1983-11-11,,,33,0.20,0.0,0.0
1983-11-12,,,24,0.00,0.0,0.0
1983-11-13,,39,19,0.00,0.0,0.0
1983-11-14,,52,21,0.00,0.0,0.0
1983-11-15,,,36,0.53,0.0,0.0
1983-11-16,,,34,0.08,0.0,0.0
1983-11-17,,35,31,0.12,0.0,0.0
1983-11-18,,56,26,0.00,0.0,0.0
1983-11-19,,67,40,0.00,0.0,0.0
1983-11-20,,67,38,0.00,0.0,0.0
1983-11-21,,59,36,0.00,0.0,0.0
1983-11-22,,67,36,0.00,0.0,0.0
1983-11-23,,63,39,0.00,0.0,0.0
1983-11-24,,,45,0.00,0.0,0.0
1983-11-25,,50,25,0.00,0.0,0.0
1983-11-26,,,30,0.00,0.0,0.0
1983-11-27,,57,28,0.38,0.0,0.0
1983-11-28,,,45,1.22,0.0,0.0
1983-11-29,,,37,0.00,0.0,0.0
1983-11-30,,49,25,0.00,0.0,0.0
1983-12-01,,47,32,0.00,0.0,0.0
1983-12-02,,40,25,0.00,0.0,0.0
1983-12-03,,44,35,0.28,0.0,0.0
1983-12-04,,54,37,1.00,0.0,0.0
1983-12-05,,63,42,0.00,0.0,0.0
1983-12-06,,61,43,0.25,0.0,0.0
1983-12-07,,,24,0.00,0.0,0.0
1983-12-08,,36,24,0.00,0.0,0.0
1983-12-09,,47,22,0.00,0.0,0.0
1983-12-10,,60,39,0.00,0.0,0.0
1983-12-11,,,41,0.00,0.0,0.0
1983-12-12,,52,42,0.72,0.0,0.0
1983-12-13,,,44,0.00,0.0,0.0
1983-12-14,,59,38,0.00,0.0,0.0
1983-12-15,,49,36,0.00,0.0,0.0
1983-12-16,,47,32,0.00,0.0,0.0
1983-12-17,,45,30,0.00,0.0,0.0
1983-12-18,,50,18,0.00,0.0,0.0
1983-12-19,,,23,0.00,0.0,0.0
1983-12-20,,29,21,0.00,,
1983-12-21,,28,20,0.05,1.0,
1983-12-22,,42,28,0.90,,
1983-12-23,,,18,0.04,,
1983-12-24,,,-8,0.00,,
1983-12-25,,21,,0.00,0.0,
1983-12-26,,32,15,0.06,,
1983-12-27,,43,25,0.78,,
1983-12-28,,,17,0.12,,
1983-12-29,,,-2,0.00,0.0,
1983-12-30,,,,0.00,0.0,
1983-12-31,,,,0.00,0.0,
1984-01-01,,47,13,0.00,,
1984-01-02,,,13,0.00,,
1984-01-03,,38,31,0.00,,
1984-01-04,,48,18,0.00,,
1984-01-05,,,35,0.00,,
1984-01-06,,45,35,0.06,,
1984-01-07,,42,26,0.75,,
1984-01-08,,47,20,0.08,,
1984-01-09,,57,28,0.00,,
1984-01-10,,,34,0.65,,
1984-01-11,,34,15,0.06,,
1984-01-12,,33,11,0.00,,
1984-01-13,,31,19,0.00,,
1984-01-14,,33,28,0.00,,
1984-01-15,,35,24,0.17,,
1984-01-16,,,,0.00,,
1984-01-17,,34,30,0.00,,
1984-01-18,,35,26,0.00,,
1984-01-19,,,,0.00,,
1984-01-20,,21,-1,0.00,,
1984-01-21,,18,-5,0.00,,
1984-01-22,,33,-7,0.53,,
1984-01-23,,45,11,0.00,,
1984-01-24,,46,33,0.00,,
1984-01-25,,53,37,0.00,,
1984-01-26,,59,23,0.00,,
1984-01-27,,58,23,0.00,,
1984-01-28,,45,30,0.00,,
1984-01-29,,37,32,0.41,,
1984-01-30,,43,21,0.00,,
1984-01-31,,,18,0.42,,
1984-02-01,,34,9,0.00,,
1984-02-02,,50,12,0.00,,
1984-02-03,,,,0.00,,
1984-02-04,,51,32,0.00,,
1984-02-05,,,30,0.00,,
1984-02-06,,,19,0.00,,
1984-02-07,,37,19,0.00,,
1984-02-08,,39,13,0.00,,
1984-02-09,,60,20,0.00,,
1984-02-10,,61,28,0.00,,
1984-02-11,,50,35,0.38,,
1984-02-12,,67,38,0.01,,
1984-02-13,,,50,0.00,,
1984-02-14,,56,,1.28,,
1984-02-15,,61,38,0.00,,
1984-02-16,,65,30,0.00,,
1984-02-17,,66,38,0.00,,
1984-02-18,,65,45,0.00,,
1984-02-19,,69,41,0.00,,
1984-02-20,,,38,0.00,,
1984-02-21,,53,31,0.00,,
1984-02-22,,65,24,0.00,,
1984-02-23,,,36,0.00,,
1984-02-24,,60,33,0.00,,
